series_id,title,season,frequency,units,notes,season_short,frequency_short,units_short,period_description,units_denomination,copyright_id,release_id,serp_title,serp_desc,notes_html
LAUMT561622000000005,"Employed Persons in Casper, WY (MSA)",Not Seasonally Adjusted,Monthly,Persons,"These data come from the Current Population Survey (CPS), also known as the household survey.

Employed persons are all persons who, during the reference week (the week including the 12th day of the month), (a) did any work as paid employees, worked in their own business or profession or on their own farm, or worked 15 hours or more as unpaid workers in an enterprise operated by a member of their family, or (b) were not working but who had jobs from which they were temporarily absent because of vacation, illness, bad weather, childcare problems, maternity or paternity leave, labor-management dispute, job training, or other family or personal reasons, whether or not they were paid for the time off or were seeking other jobs. Each employed person is counted only once, even if he or she holds more than one job.

For more details, see the release's frequently asked questions (https://www.bls.gov/lau/laufaq.htm).",NSA,M,Persons,,1,,113,,,"These data come from the Current Population Survey (CPS), also known as the household survey.

Employed persons are all persons who, during the reference week (the week including the 12th day of the month), (a) did any work as paid employees, worked in their own business or profession or on their own farm, or worked 15 hours or more as unpaid workers in an enterprise operated by a member of their family, or (b) were not working but who had jobs from which they were temporarily absent because of vacation, illness, bad weather, childcare problems, maternity or paternity leave, labor-management dispute, job training, or other family or personal reasons, whether or not they were paid for the time off or were seeking other jobs. Each employed person is counted only once, even if he or she holds more than one job.

For more details, see the release's <a href=""https://www.bls.gov/lau/laufaq.htm"">frequently asked questions</a>."
LAUMT561694000000005,"Employed Persons in Cheyenne, WY (MSA)",Not Seasonally Adjusted,Monthly,Persons,"These data come from the Current Population Survey (CPS), also known as the household survey.

Employed persons are all persons who, during the reference week (the week including the 12th day of the month), (a) did any work as paid employees, worked in their own business or profession or on their own farm, or worked 15 hours or more as unpaid workers in an enterprise operated by a member of their family, or (b) were not working but who had jobs from which they were temporarily absent because of vacation, illness, bad weather, childcare problems, maternity or paternity leave, labor-management dispute, job training, or other family or personal reasons, whether or not they were paid for the time off or were seeking other jobs. Each employed person is counted only once, even if he or she holds more than one job.

For more details, see the release's frequently asked questions (https://www.bls.gov/lau/laufaq.htm).",NSA,M,Persons,,1,,113,,,"These data come from the Current Population Survey (CPS), also known as the household survey.

Employed persons are all persons who, during the reference week (the week including the 12th day of the month), (a) did any work as paid employees, worked in their own business or profession or on their own farm, or worked 15 hours or more as unpaid workers in an enterprise operated by a member of their family, or (b) were not working but who had jobs from which they were temporarily absent because of vacation, illness, bad weather, childcare problems, maternity or paternity leave, labor-management dispute, job training, or other family or personal reasons, whether or not they were paid for the time off or were seeking other jobs. Each employed person is counted only once, even if he or she holds more than one job.

For more details, see the release's <a href=""https://www.bls.gov/lau/laufaq.htm"">frequently asked questions</a>."
LAUST180000000000003A,Unemployment Rate in Indiana,Not Seasonally Adjusted,Annual,Percent,"These data come from the Current Population Survey (CPS), also known as the household survey.

Civilian Labor Force includes all persons in the civilian noninstitutional population ages 16 and older classified as either employed or unemployed.

Employed persons are all persons who, during the reference week (the week including the 12th day of the month), (a) did any work as paid employees, worked in their own business or profession or on their own farm, or worked 15 hours or more as unpaid workers in an enterprise operated by a member of their family, or (b) were not working but who had jobs from which they were temporarily absent because of vacation, illness, bad weather, childcare problems, maternity or paternity leave, labor-management dispute, job training, or other family or personal reasons, whether or not they were paid for the time off or were seeking other jobs. Each employed person is counted only once, even if he or she holds more than one job.

Unemployed persons are all persons who had no employment during the reference week, were available for work, except for temporary illness, and had made specific efforts to find employment some time during the 4 week-period ending with the reference week. Persons who were waiting to be recalled to a job from which they had been laid off need not have been looking for work to be classified as unemployed.

The unemployment rate is the unemployed percent of the civilian labor force [100 times (unemployed/civilian labor force)].

For more details, see the release's <a href=https://www.bls.gov/lau/laufaq.htm>frequently asked questions</a>.",NSA,A,%,,1,,116,,,"These data come from the Current Population Survey (CPS), also known as the household survey.

Civilian Labor Force includes all persons in the civilian noninstitutional population ages 16 and older classified as either employed or unemployed.

Employed persons are all persons who, during the reference week (the week including the 12th day of the month), (a) did any work as paid employees, worked in their own business or profession or on their own farm, or worked 15 hours or more as unpaid workers in an enterprise operated by a member of their family, or (b) were not working but who had jobs from which they were temporarily absent because of vacation, illness, bad weather, childcare problems, maternity or paternity leave, labor-management dispute, job training, or other family or personal reasons, whether or not they were paid for the time off or were seeking other jobs. Each employed person is counted only once, even if he or she holds more than one job.

Unemployed persons are all persons who had no employment during the reference week, were available for work, except for temporary illness, and had made specific efforts to find employment some time during the 4 week-period ending with the reference week. Persons who were waiting to be recalled to a job from which they had been laid off need not have been looking for work to be classified as unemployed.

The unemployment rate is the unemployed percent of the civilian labor force [100 times (unemployed/civilian labor force)].

For more details, see the release's <a href=https://www.bls.gov/lau/laufaq.htm>frequently asked questions</a>."
LDPEPRMMCOUNTY17089,"Market Hotness: Page View Count per Property in Kane County, IL",Not Seasonally Adjusted,Monthly,Percent Change,"The percentage change in average page view counts on realtor.com from the previous month.

With the release of its November 2021 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology uses the latest and most accurate data mapping of listing statuses to yield a cleaner and more consistent measurement of active listings at both the national and local level. The methodology has also been adjusted to better account for missing data in some fields including square footage. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since December 2021 will not be directly comparable with previous data releases (files downloaded before December 2021) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's Real Estate Data Library (https://www.realtor.com/research/data/).",NSA,M,% Chg.,,1,,463,,,"The percentage change in average page view counts on realtor.com from the previous month.

With the release of its November 2021 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology uses the latest and most accurate data mapping of listing statuses to yield a cleaner and more consistent measurement of active listings at both the national and local level. The methodology has also been adjusted to better account for missing data in some fields including square footage. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since December 2021 will not be directly comparable with previous data releases (files downloaded before December 2021) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's <a href=""https://www.realtor.com/research/data/"">Real Estate Data Library</a>."
LDPEPRMMCOUNTY55015,"Market Hotness: Page View Count per Property in Calumet County, WI",Not Seasonally Adjusted,Monthly,Percent Change,"The percentage change in average page view counts on realtor.com from the previous month.

With the release of its November 2021 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology uses the latest and most accurate data mapping of listing statuses to yield a cleaner and more consistent measurement of active listings at both the national and local level. The methodology has also been adjusted to better account for missing data in some fields including square footage. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since December 2021 will not be directly comparable with previous data releases (files downloaded before December 2021) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's Real Estate Data Library (https://www.realtor.com/research/data/).",NSA,M,% Chg.,,1,,463,,,"The percentage change in average page view counts on realtor.com from the previous month.

With the release of its November 2021 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology uses the latest and most accurate data mapping of listing statuses to yield a cleaner and more consistent measurement of active listings at both the national and local level. The methodology has also been adjusted to better account for missing data in some fields including square footage. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since December 2021 will not be directly comparable with previous data releases (files downloaded before December 2021) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's <a href=""https://www.realtor.com/research/data/"">Real Estate Data Library</a>."
LDPEPRVSUSCOUNTY29077,"Market Hotness: Page View Count per Property Versus the United States in Greene County, MO",Not Seasonally Adjusted,Monthly,Ratio,"The average page view counts on realtor.com for properties in a given market divided by the average page view counts on realtor.com in the U.S.

With the release of its November 2021 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology uses the latest and most accurate data mapping of listing statuses to yield a cleaner and more consistent measurement of active listings at both the national and local level. The methodology has also been adjusted to better account for missing data in some fields including square footage. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since December 2021 will not be directly comparable with previous data releases (files downloaded before December 2021) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's Real Estate Data Library (https://www.realtor.com/research/data/).",NSA,M,Ratio,,1,,463,,,"The average page view counts on realtor.com for properties in a given market divided by the average page view counts on realtor.com in the U.S.

With the release of its November 2021 housing trends report, Realtor.com® incorporated a new and improved methodology for capturing and reporting housing inventory trends and metrics. The new methodology uses the latest and most accurate data mapping of listing statuses to yield a cleaner and more consistent measurement of active listings at both the national and local level. The methodology has also been adjusted to better account for missing data in some fields including square footage. Most areas across the country will see minor changes with a smaller handful of areas seeing larger updates. As a result of these changes, the data released since December 2021 will not be directly comparable with previous data releases (files downloaded before December 2021) and Realtor.com® economics blog posts. However, future data releases, including historical data, will consistently apply the new methodology. More details are available at the source's <a href=""https://www.realtor.com/research/data/"">Real Estate Data Library</a>."
LEU0254671800A,Employed full time: Median usual weekly nominal earnings (second quartile): Wage and salary workers: Millwrights occupations: 16 years and over: Men,Not Seasonally Adjusted,Annual,Dollars,"Data measure usual weekly earnings of wage and salary workers. Wage and salary workers are workers who receive wages, salaries, commissions, tips, payment in kind, or piece rates. The group includes employees in both the private and public sectors but, for the purposes of the earnings series, it excludes all self-employed persons, both those with incorporated businesses and those with unincorporated businesses.
Usual weekly earnings represent earnings before taxes and other deductions and include any overtime pay, commissions, or tips usually received (at the main job in the case of multiple jobholders). Prior to 1994, respondents were asked how much they usually earned per week. Since January 1994, respondents have been asked to identify the easiest way for them to report earnings (hourly, weekly, biweekly, twice monthly, monthly, annually, or other) and how much they usually earn in the reported time period. Earnings reported on a basis other than weekly are converted to a weekly equivalent. The term ""usual"" is determined by each respondent's own understanding of the term. If the respondent asks for a definition of ""usual,"" interviewers are instructed to define the term as more than half the weeks worked during the past 4 or 5 months. For more information see https://www.bls.gov/cps/earnings.htm

The series comes from the 'Current Population Survey (Household Survey)'

The source code is: LEU0254671800",NSA,A,$,,1,,332,,,
BOGZ1FA663167005Q,"Security Brokers and Dealers; Payables to Customer and Noncustomers (Free Credit, Margin Deposits, and Other Payables); Liability, Transactions",Seasonally Adjusted Annual Rate,Quarterly,Millions of Dollars,"Source ID: FA663167005.Q

For more information about the Flow of Funds tables, see the Financial Accounts Guide (https://www.federalreserve.gov/apps/fof/Default.aspx).

With each quarterly release, the source may make major data and structural revisions to the series and tables. These changes are available in the Release Highlights (https://www.federalreserve.gov/apps/fof/FOFHighlight.aspx).

In the Financial Accounts, the source identifies each series by a string of patterned letters and numbers. For a detailed description, including how this series is constructed, see the series analyzer (https://www.federalreserve.gov/apps/fof/SeriesAnalyzer.aspx?s=FA663167005&t=) provided by the source.",SAAR,Q,Mil. of $,,1000000,,52,,,"Source ID: FA663167005.Q

For more information about the Flow of Funds tables, see the <a href=""https://www.federalreserve.gov/apps/fof/Default.aspx"">Financial Accounts Guide</a>.

With each quarterly release, the source may make major data and structural revisions to the series and tables. These changes are available in the <a href=""https://www.federalreserve.gov/apps/fof/FOFHighlight.aspx"">Release Highlights</a>.

In the Financial Accounts, the source identifies each series by a string of patterned letters and numbers. For a detailed description, including how this series is constructed, see the <a href=""https://www.federalreserve.gov/apps/fof/SeriesAnalyzer.aspx?s=FA663167005&t="">series analyzer</a> provided by the source."
LEU0254678000A,Employed full time: Median usual weekly nominal earnings (second quartile): Wage and salary workers: Upholsterers occupations: 16 years and over: Men,Not Seasonally Adjusted,Annual,Dollars,"Data measure usual weekly earnings of wage and salary workers. Wage and salary workers are workers who receive wages, salaries, commissions, tips, payment in kind, or piece rates. The group includes employees in both the private and public sectors but, for the purposes of the earnings series, it excludes all self-employed persons, both those with incorporated businesses and those with unincorporated businesses.
Usual weekly earnings represent earnings before taxes and other deductions and include any overtime pay, commissions, or tips usually received (at the main job in the case of multiple jobholders). Prior to 1994, respondents were asked how much they usually earned per week. Since January 1994, respondents have been asked to identify the easiest way for them to report earnings (hourly, weekly, biweekly, twice monthly, monthly, annually, or other) and how much they usually earn in the reported time period. Earnings reported on a basis other than weekly are converted to a weekly equivalent. The term ""usual"" is determined by each respondent's own understanding of the term. If the respondent asks for a definition of ""usual,"" interviewers are instructed to define the term as more than half the weeks worked during the past 4 or 5 months. For more information see https://www.bls.gov/cps/earnings.htm

The series comes from the 'Current Population Survey (Household Survey)'

The source code is: LEU0254678000",NSA,A,$,,1,,332,,,
DNKCP100000GYQ,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Education for Denmark",Not Seasonally Adjusted,Quarterly,Growth rate same period previous year,"OECD Data Filters: 
REF_AREA: DNK
MEASURE: CPI
UNIT_MEASURE: PA
METHODOLOGY: N
EXPENDITURE: CP10
ADJUSTMENT: N
TRANSFORMATION: GY
FREQ: Q

All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date)).",NSA,Q,Growth rate same period previous Yr.,,1,,205,,,"OECD Data Filters: 
REF_AREA: DNK
MEASURE: CPI
UNIT_MEASURE: PA
METHODOLOGY: N
EXPENDITURE: CP10
ADJUSTMENT: N
TRANSFORMATION: GY
FREQ: Q

All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or <a href=""https://data-explorer.oecd.org/"">https://data-explorer.oecd.org/</a>. (accessed on (date))."
LFAC24TTBRA647N,Infra-Annual Labor Statistics: Labor Force Total: From 15 to 24 Years for Brazil,Not Seasonally Adjusted,Annual,Persons,"OECD Data Filters: 
REF_AREA: BRA
MEASURE: LF
UNIT_MEASURE: PS
TRANSFORMATION: _Z
ADJUSTMENT: N
SEX: _T
AGE: Y15T24
ACTIVITY: _Z
FREQ: A

All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date)).",NSA,A,Persons,,1,,205,,,"OECD Data Filters: 
REF_AREA: BRA
MEASURE: LF
UNIT_MEASURE: PS
TRANSFORMATION: _Z
ADJUSTMENT: N
SEX: _T
AGE: Y15T24
ACTIVITY: _Z
FREQ: A

All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or <a href=""https://data-explorer.oecd.org/"">https://data-explorer.oecd.org/</a>. (accessed on (date))."
SMS78000007000000001,All Employees: Leisure and Hospitality in the U.S. Virgin Islands,Seasonally Adjusted,Monthly,Thousands of Persons,This series is seasonally adjusted by the U.S. Bureau of Labor Statistics.,SA,M,Thous. of Persons,,1000,,308,,,
CP0119GBM086NEST,Harmonized Index of Consumer Prices: Food Products N.e.c. for United Kingdom,Not Seasonally Adjusted,Monthly,Index 2015=100,"The Harmonized Index of Consumer Prices category ""Food Products, Not Elsewhere Classified (01.1.9)"" is a classification of nondurable goods that includes salt, spices (pepper, pimento, ginger, etc.), culinary herbs (parsley, rosemary, thyme, etc.), sauces, condiments, seasonings (mustard, mayonnaise, ketchup, soy sauce, etc.), and vinegar; prepared baking powders, baker's yeast, dessert preparations, soups, broths, stocks, culinary ingredients, etc.; and homogenized baby food and dietary preparations irrespective of the composition.

This category excludes milk-based desserts (01.1.4), soy milk (01.1.4), artificial sugar substitutes (01.1.8), and cocoa-based dessert preparations (01.1.8).

This is a subcategory of both the Food and Non-Alcoholic Beverages (01) and the Food (01.1) categories.

Information provided in the notes pertaining to HICP classifications can be found from the source at: http://ec.europa.eu/eurostat/cache/metadata/en/prc_hicp_esms.htm.

Copyright, European Union, 1995-2016, http://ec.europa.eu/geninfo/legal_notices_en.htm#copyright.",NSA,M,Index 2015=100,,1,,251,,,
LFAC64FEFRA647N,Infra-Annual Labor Statistics: Labor Force Female: From 15 to 64 Years for France,Not Seasonally Adjusted,Annual,Persons,"OECD Data Filters: 
REF_AREA: FRA
MEASURE: LF
UNIT_MEASURE: PS
TRANSFORMATION: _Z
ADJUSTMENT: N
SEX: F
AGE: Y15T64
ACTIVITY: _Z
FREQ: A

All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date)).",NSA,A,Persons,,1,,205,,,"OECD Data Filters: 
REF_AREA: FRA
MEASURE: LF
UNIT_MEASURE: PS
TRANSFORMATION: _Z
ADJUSTMENT: N
SEX: F
AGE: Y15T64
ACTIVITY: _Z
FREQ: A

All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or <a href=""https://data-explorer.oecd.org/"">https://data-explorer.oecd.org/</a>. (accessed on (date))."
LFACTTTTJPA647N,Infra-Annual Labor Statistics: Labor Force Total: 15 Years or over for Japan,Not Seasonally Adjusted,Annual,Persons,"OECD Data Filters: 
REF_AREA: JPN
MEASURE: LF
UNIT_MEASURE: PS
TRANSFORMATION: _Z
ADJUSTMENT: N
SEX: _T
AGE: Y_GE15
ACTIVITY: _Z
FREQ: A

All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date)).",NSA,A,Persons,,1,,205,,,"OECD Data Filters: 
REF_AREA: JPN
MEASURE: LF
UNIT_MEASURE: PS
TRANSFORMATION: _Z
ADJUSTMENT: N
SEX: _T
AGE: Y_GE15
ACTIVITY: _Z
FREQ: A

All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or <a href=""https://data-explorer.oecd.org/"">https://data-explorer.oecd.org/</a>. (accessed on (date))."
LEU0254502200A,Employed full time: Wage and salary workers: Postal service mail carriers occupations: 16 years and over,Not Seasonally Adjusted,Annual,Thousands of Persons,"Wage and salary workers are workers who receive wages, salaries, commissions, tips, payment in kind, or piece rates. The group includes employees in both the private and public sectors but, for the purposes of the earnings series, it excludes all self-employed persons, both those with incorporated businesses and those with unincorporated businesses. For more information see https://www.bls.gov/cps/earnings.htm

The series comes from the 'Current Population Survey (Household Survey)'

The source code is: LEU0254502200",NSA,A,Thous. of Persons,,1000,,332,,,
LFHUADFEGBA647N,Harmonized Unemployment: Monthly Levels: Aged 25 and over: Females for United Kingdom,Not Seasonally Adjusted,Annual,Persons,"OECD Descriptor ID: LFHUADFE
OECD unit ID: PER
OECD country ID: GBR

All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database), https://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission",NSA,A,Persons,,1,,205,,,"OECD Descriptor ID: LFHUADFE
OECD unit ID: PER
OECD country ID: GBR

All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database), https://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission"
LFHUTTFEMXM647N,Infra-Annual Labor Statistics: Monthly Unemployment Female: 15 Years or over for Mexico,Not Seasonally Adjusted,Monthly,Persons,"OECD Data Filters: 
REF_AREA: MEX
MEASURE: UNE_M
UNIT_MEASURE: PS
TRANSFORMATION: _Z
ADJUSTMENT: N
SEX: F
AGE: Y_GE15
ACTIVITY: _Z
FREQ: M

All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date)).",NSA,M,Persons,,1,,205,,,"OECD Data Filters: 
REF_AREA: MEX
MEASURE: UNE_M
UNIT_MEASURE: PS
TRANSFORMATION: _Z
ADJUSTMENT: N
SEX: F
AGE: Y_GE15
ACTIVITY: _Z
FREQ: M

All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or <a href=""https://data-explorer.oecd.org/"">https://data-explorer.oecd.org/</a>. (accessed on (date))."
SMU55333400800000001,"All Employees: Private Service Providing in Milwaukee-Waukesha, WI (MSA)",Not Seasonally Adjusted,Monthly,Thousands of Persons,,NSA,M,Thous. of Persons,,1000,,308,,,
LFUN64FEDEQ647N,Infra-Annual Labor Statistics: Unemployment Female: From 15 to 64 Years for Germany,Not Seasonally Adjusted,Quarterly,Persons,"OECD Data Filters: 
REF_AREA: DEU
MEASURE: UNE
UNIT_MEASURE: PS
TRANSFORMATION: _Z
ADJUSTMENT: N
SEX: F
AGE: Y15T64
ACTIVITY: _Z
FREQ: Q

All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date)).",NSA,Q,Persons,,1,,205,,,"OECD Data Filters: 
REF_AREA: DEU
MEASURE: UNE
UNIT_MEASURE: PS
TRANSFORMATION: _Z
ADJUSTMENT: N
SEX: F
AGE: Y15T64
ACTIVITY: _Z
FREQ: Q

All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or <a href=""https://data-explorer.oecd.org/"">https://data-explorer.oecd.org/</a>. (accessed on (date))."
LFUNTTTTSKQ647N,Infra-Annual Labor Statistics: Unemployment Total: 15 Years or over for Slovak Republic,Not Seasonally Adjusted,Quarterly,Persons,"OECD Data Filters: 
REF_AREA: SVK
MEASURE: UNE
UNIT_MEASURE: PS
TRANSFORMATION: _Z
ADJUSTMENT: N
SEX: _T
AGE: Y_GE15
ACTIVITY: _Z
FREQ: Q

All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date)).",NSA,Q,Persons,,1,,205,,,"OECD Data Filters: 
REF_AREA: SVK
MEASURE: UNE
UNIT_MEASURE: PS
TRANSFORMATION: _Z
ADJUSTMENT: N
SEX: _T
AGE: Y_GE15
ACTIVITY: _Z
FREQ: Q

All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or <a href=""https://data-explorer.oecd.org/"">https://data-explorer.oecd.org/</a>. (accessed on (date))."
LFWA64FEEUQ647N,Working Age Population: Aged 15-64: Females for the European Union,Not Seasonally Adjusted,Quarterly,Persons,"OECD descriptor ID: LFWA64FE
OECD unit ID: ST
OECD country ID: EU27

All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database),http://dx.doi.org/10.1787/data-00052-en (Accessed on date)
Copyright, 2016, OECD. Reprinted with permission.",NSA,Q,Persons,,1,,205,,,
LREM55MAIEQ156N,Infra-Annual Labor Statistics: Employment Rate Male: From 55 to 64 Years for Ireland,Not Seasonally Adjusted,Quarterly,Percent,"OECD Data Filters: 
REF_AREA: IRL
MEASURE: EMP_WAP
UNIT_MEASURE: PT_WAP_SUB
TRANSFORMATION: _Z
ADJUSTMENT: N
SEX: M
AGE: Y55T64
ACTIVITY: _Z
FREQ: Q

All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date)).",NSA,Q,%,,1,,205,,,"OECD Data Filters: 
REF_AREA: IRL
MEASURE: EMP_WAP
UNIT_MEASURE: PT_WAP_SUB
TRANSFORMATION: _Z
ADJUSTMENT: N
SEX: M
AGE: Y55T64
ACTIVITY: _Z
FREQ: Q

All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or <a href=""https://data-explorer.oecd.org/"">https://data-explorer.oecd.org/</a>. (accessed on (date))."
LREM64TTCAA156N,Infra-Annual Labor Statistics: Employment Rate Total: From 15 to 64 Years for Canada,Not Seasonally Adjusted,Annual,Percent,"OECD Data Filters: 
REF_AREA: CAN
MEASURE: EMP_WAP
UNIT_MEASURE: PT_WAP_SUB
TRANSFORMATION: _Z
ADJUSTMENT: N
SEX: _T
AGE: Y15T64
ACTIVITY: _Z
FREQ: A

All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date)).",NSA,A,%,,1,,205,,,"OECD Data Filters: 
REF_AREA: CAN
MEASURE: EMP_WAP
UNIT_MEASURE: PT_WAP_SUB
TRANSFORMATION: _Z
ADJUSTMENT: N
SEX: _T
AGE: Y15T64
ACTIVITY: _Z
FREQ: A

All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or <a href=""https://data-explorer.oecd.org/"">https://data-explorer.oecd.org/</a>. (accessed on (date))."
LRHU24MAIEA156N,Infra-Annual Labor Statistics: Monthly Unemployment Rate Male: From 15 to 24 Years for Ireland,Not Seasonally Adjusted,Annual,Percent,"OECD Data Filters: 
REF_AREA: IRL
MEASURE: UNE_LF_M
UNIT_MEASURE: PT_LF_SUB
TRANSFORMATION: _Z
ADJUSTMENT: N
SEX: M
AGE: Y15T24
ACTIVITY: _Z
FREQ: A

All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date)).",NSA,A,%,,1,,205,,,"OECD Data Filters: 
REF_AREA: IRL
MEASURE: UNE_LF_M
UNIT_MEASURE: PT_LF_SUB
TRANSFORMATION: _Z
ADJUSTMENT: N
SEX: M
AGE: Y15T24
ACTIVITY: _Z
FREQ: A

All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or <a href=""https://data-explorer.oecd.org/"">https://data-explorer.oecd.org/</a>. (accessed on (date))."
LRIN25TTCHA156N,Infra-Annual Labor Statistics: Inactivity Rate Total: From 25 to 54 Years for Switzerland,Not Seasonally Adjusted,Annual,Percent,"OECD Data Filters: 
REF_AREA: CHE
MEASURE: OLF_WAP
UNIT_MEASURE: PT_WAP_SUB
TRANSFORMATION: _Z
ADJUSTMENT: N
SEX: _T
AGE: Y25T54
ACTIVITY: _Z
FREQ: A

All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date)).",NSA,A,%,,1,,205,,,"OECD Data Filters: 
REF_AREA: CHE
MEASURE: OLF_WAP
UNIT_MEASURE: PT_WAP_SUB
TRANSFORMATION: _Z
ADJUSTMENT: N
SEX: _T
AGE: Y25T54
ACTIVITY: _Z
FREQ: A

All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or <a href=""https://data-explorer.oecd.org/"">https://data-explorer.oecd.org/</a>. (accessed on (date))."
LRIN55FEFIQ156N,Infra-Annual Labor Statistics: Inactivity Rate Female: From 55 to 64 Years for Finland,Not Seasonally Adjusted,Quarterly,Percent,"OECD Data Filters: 
REF_AREA: FIN
MEASURE: OLF_WAP
UNIT_MEASURE: PT_WAP_SUB
TRANSFORMATION: _Z
ADJUSTMENT: N
SEX: F
AGE: Y55T64
ACTIVITY: _Z
FREQ: Q

All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date)).",NSA,Q,%,,1,,205,,,"OECD Data Filters: 
REF_AREA: FIN
MEASURE: OLF_WAP
UNIT_MEASURE: PT_WAP_SUB
TRANSFORMATION: _Z
ADJUSTMENT: N
SEX: F
AGE: Y55T64
ACTIVITY: _Z
FREQ: Q

All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or <a href=""https://data-explorer.oecd.org/"">https://data-explorer.oecd.org/</a>. (accessed on (date))."
